player_id,player_name,position,sub_position,country_of_citizenship,date_of_birth,peak_valuation_date,peak_market_value_eur,valuation_observation_count,age_at_peak_value,peak_age_position_percentile,peak_value_position_rank
1058368,Francesco Camarda,Attack,Centre-Forward,Italy,10/3/08,12/3/24,10000000,4,16,0,253
553757,Aleksander Buksa,Attack,Centre-Forward,Poland,15/1/03,18/8/20,3000000,7,17,0.000757576,424
466810,Ansu Fati,Attack,Left Winger,Spain,31/10/02,8/10/20,80000000,11,17,0.000757576,28
719673,Ben Gannon-Doak,Attack,Right Winger,Scotland,11/11/05,9/10/23,10000000,4,17,0.000757576,254
697144,Burak İnce,Attack,Left Winger,Türkiye,20/1/04,17/1/22,2500000,10,17,0.000757576,453
819636,Dzenan Pejcinovic,Attack,Centre-Forward,Germany,15/2/05,21/9/22,1000000,5,17,0.000757576,562
1185888,Ibrahim Mbaye,Attack,Right Winger,Senegal,24/1/08,3/6/25,3000000,3,17,0.000757576,424
1069512,Jonah Kusi-Asare,Attack,Centre-Forward,Sweden,4/7/07,11/9/24,2500000,5,17,0.000757576,453
819215,Julien Duranville,Attack,Left Winger,Belgium,5/5/06,22/6/23,8500000,7,17,0.000757576,283
955357,Junior Kroupi,Attack,Centre-Forward,France,23/6/06,18/12/23,15000000,4,17,0.000757576,208
732119,Kaide Gordon,Attack,Right Winger,England,5/10/04,15/6/22,1500000,4,17,0.000757576,515
937958,Lamine Yamal,Attack,Right Winger,Spain,13/7/07,18/7/24,120000000,6,17,0.000757576,6
572919,Mohamed Sankoh,Attack,Centre-Forward,Netherlands,16/10/03,9/6/21,1000000,8,17,0.000757576,562
508639,Naci Ünüvar,Attack,Left Winger,Türkiye,13/6/03,24/10/20,6000000,13,17,0.000757576,331
726701,Rodrigo Ribeiro,Attack,Centre-Forward,Portugal,28/4/05,1/11/22,3000000,7,17,0.000757576,424
986288,Sidiki Chérif,Attack,Centre-Forward,Guinea,15/12/06,7/10/24,1000000,6,17,0.000757576,562
467720,Youssoufa Moukoko,Attack,Centre-Forward,Germany,20/11/04,9/11/22,30000000,10,17,0.000757576,117
948275,Álvaro Rodríguez,Attack,Centre-Forward,Uruguay,14/7/04,23/3/23,6000000,12,18,0.012878788,332
931841,Amar Fatah,Attack,Left Winger,Sweden,19/2/04,2/9/22,1500000,6,18,0.012878788,516
743598,Ângelo,Attack,Right Winger,Brazil,21/12/04,16/10/23,15000000,11,18,0.012878788,209
569033,Armindo Sieb,Attack,Second Striker,Germany,17/2/03,14/6/21,1500000,6,18,0.012878788,516
1061282,Assane Diao,Attack,Left Winger,Senegal,7/9/05,22/12/23,15000000,4,18,0.012878788,209
1067904,Bazoumana Touré,Attack,Left Winger,Cote d'Ivoire,2/3/06,20/12/24,9000000,4,18,0.012878788,273
546176,Brian Oddei,Attack,Right Winger,Ghana,18/9/02,3/6/21,1000000,6,18,0.012878788,563
700998,Chaka Traorè,Attack,Left Winger,Cote d'Ivoire,23/12/04,20/12/23,1500000,5,18,0.012878788,516
866579,Cole Campbell,Attack,Right Winger,United States,20/2/06,20/12/24,1500000,3,18,0.012878788,516
670883,Dane Scarlett,Attack,Centre-Forward,England,24/3/04,29/7/22,2000000,8,18,0.012878788,478
1082850,Deivid Washington,Attack,Centre-Forward,Brazil,5/6/05,9/10/23,9000000,4,18,0.012878788,273
459661,Eddie Salcedo,Attack,Centre-Forward,Italy,1/10/01,25/8/20,10000000,13,18,0.012878788,255
580276,Emrehan Gedikli,Attack,Centre-Forward,Türkiye,25/4/03,31/3/22,1200000,12,18,0.012878788,547
1060740,Enso González,Attack,Left Winger,Paraguay,20/1/05,9/10/23,4000000,5,18,0.012878788,389
903666,Ethan Mbappé,Attack,Right Winger,France,29/12/06,24/3/25,5000000,7,18,0.012878788,355
648046,Evan Ferguson,Attack,Centre-Forward,Ireland,19/10/04,9/10/23,65000000,14,18,0.012878788,42
505653,Fábio Silva,Attack,Centre-Forward,Portugal,19/7/02,13/10/20,25000000,15,18,0.012878788,139
1004834,George Ilenikhena,Attack,Centre-Forward,Nigeria,16/8/06,7/10/24,15000000,9,18,0.012878788,209
620164,Haissem Hassan,Attack,Right Winger,Egypt,8/2/02,8/10/20,2000000,8,18,0.012878788,478
1119453,Herba Guirassy,Attack,Left Winger,France,29/8/06,10/12/24,1000000,3,18,0.012878788,563
825437,Ilyes Housni,Attack,Centre-Forward,Morocco,14/5/05,27/6/23,3500000,8,18,0.012878788,408
557610,Isaac Lihadji,Attack,Right Winger,France,10/4/02,7/1/21,4000000,9,18,0.012878788,389
1031774,Jarzinho Malanga,Attack,Left Winger,Germany,10/7/06,11/6/25,1700000,3,18,0.012878788,507
470391,Jayden Braaf,Attack,Left Winger,Netherlands,31/8/02,10/2/21,3000000,8,18,0.012878788,425
939290,Jayden Danns,Attack,Centre-Forward,England,16/1/06,14/3/24,1000000,3,18,0.012878788,563
934878,Jeff Ekhator,Attack,Centre-Forward,Italy,11/11/06,18/12/24,5000000,4,18,0.012878788,355
620477,Kaio Jorge,Attack,Centre-Forward,Brazil,24/1/02,8/10/20,12000000,13,18,0.012878788,233
1043634,Leon Chiwome,Attack,Centre-Forward,England,10/1/06,27/5/24,1000000,4,18,0.012878788,563
725242,Luca D'Andrea,Attack,Right Winger,Italy,6/9/04,11/11/22,2500000,3,18,0.012878788,454
991800,Luís Guilherme,Attack,Right Winger,Brazil,9/2/06,17/6/24,24000000,9,18,0.012878788,151
1296876,Marc Domènech,Attack,Centre-Forward,Spain,1/12/06,9/6/25,1000000,3,18,0.012878788,563
938158,Marc Guiu,Attack,Centre-Forward,Spain,4/1/06,21/3/24,7500000,3,18,0.012878788,298
698548,Marko Lazetić,Attack,Centre-Forward,Serbia,22/1/04,15/3/22,3000000,10,18,0.012878788,425
845568,Marko Milovanović,Attack,Centre-Forward,Serbia,4/8/03,25/12/21,1200000,7,18,0.012878788,547
801734,Mathys Tel,Attack,Centre-Forward,France,27/4/05,18/10/23,50000000,13,18,0.012878788,62
735700,Maxence Rivera,Attack,Left Winger,France,30/5/02,9/4/21,2500000,11,18,0.012878788,454
845872,Milos Lukovic,Attack,Centre-Forward,Serbia,18/11/05,27/12/23,5000000,9,18,0.012878788,355
670847,Mohamed-Ali Cho,Attack,Right Winger,France,19/1/04,23/3/22,15000000,18,18,0.012878788,209
562030,Musa Juwara,Attack,Right Winger,The Gambia,26/12/01,25/8/20,2000000,12,18,0.012878788,478
863741,Nathan Fraser,Attack,Centre-Forward,Ireland,22/2/05,9/10/23,1000000,6,18,0.012878788,563
673071,Oscar Vilhelmsson,Attack,Centre-Forward,Sweden,2/10/03,24/6/22,2000000,9,18,0.012878788,478
624942,Raúl Moro,Attack,Left Winger,Spain,5/12/02,14/10/21,3000000,6,18,0.012878788,425
933900,Samuel Amo-Ameyaw,Attack,Right Winger,England,18/7/06,3/6/25,4000000,6,18,0.012878788,389
640026,Shola Shoretire,Attack,Left Winger,England,2/2/04,15/6/22,4000000,10,18,0.012878788,389
943837,Vitor Roque,Attack,Centre-Forward,Brazil,28/2/05,11/12/23,40000000,10,18,0.012878788,87
610431,Wahid Faghir,Attack,Centre-Forward,Denmark,29/7/03,7/10/21,4500000,9,18,0.012878788,374
764859,Williot Swedberg,Attack,Left Winger,Sweden,1/2/04,24/6/22,5000000,8,18,0.012878788,355
649035,Youssouph Badji,Attack,Centre-Forward,Senegal,20/12/01,16/10/20,5000000,12,18,0.012878788,355
586659,Yvandro Borges Sanches,Attack,Left Winger,Luxembourg,24/5/04,9/11/22,1500000,10,18,0.012878788,516
776798,Abdallah Sima,Attack,Left Winger,Senegal,17/6/01,19/4/21,11000000,12,19,0.05,247
552057,Adam Hlozek,Attack,Centre-Forward,Czech Republic,25/7/02,22/6/22,20000000,14,19,0.05,164
750886,Alexis Tibidi,Attack,Left Winger,France,3/11/03,27/3/23,2500000,7,19,0.05,455
883122,Anas Haj Mohamed,Attack,Right Winger,Tunisia,26/3/05,18/12/24,1800000,5,19,0.05,496
894914,Antonio Nusa,Attack,Left Winger,Norway,17/4/05,20/12/24,28000000,13,19,0.05,129
535551,Bartosz Bialek,Attack,Centre-Forward,Poland,11/11/01,10/2/21,5000000,14,19,0.05,356
634461,Borja Sainz,Attack,Left Winger,Spain,21/2/01,23/7/20,2500000,9,19,0.05,455
392768,Callum Hudson-Odoi,Attack,Left Winger,England,7/11/00,13/10/20,35000000,16,19,0.05,101
742451,Carlos Forbs,Attack,Right Winger,Portugal,19/3/04,2/8/23,10000000,3,19,0.05,256
950593,Damián Pizarro,Attack,Centre-Forward,Chile,28/3/05,13/6/24,6500000,11,19,0.05,320
820241,Damion Downs,Attack,Centre-Forward,United States,6/7/04,29/5/24,2000000,5,19,0.05,479
467426,Dennis Borkowski,Attack,Left Winger,Germany,26/1/02,16/6/21,1200000,10,19,0.05,548
810895,Eliesse Ben Seghir,Attack,Left Winger,Morocco,16/2/05,10/12/24,30000000,10,19,0.05,118
955070,Ernest Nuamah,Attack,Right Winger,Ghana,1/11/03,16/10/23,20000000,9,19,0.05,164
872380,Felix Afena-Gyan,Attack,Left Winger,Ghana,19/1/03,7/6/22,6000000,5,19,0.05,333
1027216,François Mughe,Attack,Right Winger,Cameroon,16/6/04,16/10/23,1000000,8,19,0.05,564
548188,Germán Valera,Attack,Left Winger,Spain,16/3/02,19/3/21,2500000,13,19,0.05,455
935230,Gonzalo García,Attack,Centre-Forward,Spain,24/3/04,20/12/23,1000000,4,19,0.05,564
574201,Grant-Leon Ranos,Attack,Centre-Forward,Armenia,20/7/03,29/6/23,1000000,8,19,0.05,564
810096,Ismaël Gharbi,Attack,Left Winger,Tunisia,10/4/04,28/3/24,7500000,13,19,0.05,299
538974,Janis Antiste,Attack,Centre-Forward,Martinique,18/8/02,14/10/21,4500000,11,19,0.05,375
1057820,Jeremy Agbonifo,Attack,Right Winger,Sweden,24/10/05,24/3/25,5000000,4,19,0.05,356
1190411,Jesús Rodríguez,Attack,Left Winger,Spain,21/11/05,9/6/25,30000000,6,19,0.05,118
711382,Jon Karrikaburu,Attack,Centre-Forward,Spain,19/9/02,21/3/22,5000000,10,19,0.05,356
658534,Lasso Coulibaly,Attack,Right Winger,Cote d'Ivoire,19/10/02,28/12/21,1500000,10,19,0.05,517
483974,Leon Dajaku,Attack,Left Winger,Germany,12/4/01,10/2/21,2300000,6,19,0.05,474
610849,Liam Delap,Attack,Centre-Forward,England,8/2/03,14/9/22,7000000,6,19,0.05,309
745461,Luca Koleosho,Attack,Right Winger,Italy,15/9/04,19/12/23,7000000,6,19,0.05,309
769063,Luka Romero,Attack,Right Winger,Argentina,18/11/04,21/3/24,5000000,10,19,0.05,356
512354,Malcolm Ebiowei,Attack,Right Winger,England,4/9/03,3/11/22,3000000,10,19,0.05,426
1054839,Mamadou Diakhon,Attack,Left Winger,Senegal,22/9/05,3/6/25,3000000,6,19,0.05,426
682032,Marley Aké,Attack,Left Winger,France,5/1/01,15/10/20,2500000,9,19,0.05,455
668268,Marquinhos,Attack,Right Winger,Brazil,7/4/03,24/3/23,12000000,11,19,0.05,234
532826,Mason Greenwood,Attack,Right Winger,England,1/10/01,13/10/20,50000000,12,19,0.05,63
724129,Matias Fernandez-Pardo,Attack,Centre-Forward,Belgium,3/2/05,4/6/24,3000000,3,19,0.05,426
923595,Max Moerstedt,Attack,Centre-Forward,Germany,15/1/06,27/3/25,7000000,5,19,0.05,309
412932,Myron Boadu,Attack,Centre-Forward,Netherlands,14/1/01,14/10/20,18000000,16,19,0.05,177
798927,N'Dri Koffi,Attack,Centre-Forward,Cote d'Ivoire,9/3/02,16/12/21,1200000,5,19,0.05,548
867357,Nacho Ferri,Attack,Centre-Forward,Spain,5/10/04,18/10/23,3000000,5,19,0.05,426
557614,Nathanaël Mbuku,Attack,Left Winger,DR Congo,16/3/02,4/6/21,9000000,12,19,0.05,274
668183,Nico Serrano,Attack,Left Winger,Spain,5/3/03,3/6/22,2500000,13,19,0.05,455
670845,Omari Forson,Attack,Right Winger,England,20/7/04,27/5/24,2000000,3,19,0.05,479
975689,Óscar Cortés,Attack,Left Winger,Colombia,3/12/03,7/7/23,4200000,7,19,0.05,386
1015624,Óscar Perea,Attack,Left Winger,Colombia,27/9/05,7/10/24,3000000,9,19,0.05,426
961087,Pablo García,Attack,Right Winger,Spain,13/6/06,25/6/25,5000000,6,19,0.05,356
1099726,Papa Amadou Diallo,Attack,Left Winger,Senegal,25/6/04,3/6/24,1000000,3,19,0.05,564
364133,Pietro Pellegri,Attack,Centre-Forward,Italy,17/3/01,12/10/20,6000000,9,19,0.05,333
628558,Riccardo Ciervo,Attack,Left Winger,Italy,1/4/02,15/3/22,1500000,6,19,0.05,517
967319,Romain Esse,Attack,Right Winger,England,13/5/05,18/3/25,12000000,7,19,0.05,234
991268,Samu Aghehowa,Attack,Centre-Forward,Spain,5/5/04,21/3/24,40000000,7,19,0.05,88
849520,Santiago Castro,Attack,Centre-Forward,Argentina,18/9/04,12/3/24,12000000,7,19,0.05,234
618425,Tanguy Coulibaly,Attack,Right Winger,France,18/2/01,10/2/21,5000000,9,19,0.05,356
866655,Tyler Dibling,Attack,Right Winger,England,17/2/06,18/3/25,25000000,4,19,0.05,140
936874,Tyrique George,Attack,Left Winger,England,4/2/06,30/5/25,10000000,3,19,0.05,256
505673,Víctor Mollejo,Attack,Right Winger,Spain,21/1/01,8/10/20,4000000,12,19,0.05,390
627626,Wilfried Gnonto,Attack,Right Winger,Italy,5/11/03,16/3/23,18000000,9,19,0.05,177
463620,Willem Geubbels,Attack,Centre-Forward,France,16/8/01,12/10/20,6000000,8,19,0.05,333
568157,Yéremy Pino,Attack,Right Winger,Spain,20/10/02,21/3/22,40000000,12,19,0.05,88
670688,Youssef Chermiti,Attack,Centre-Forward,Portugal,24/5/04,9/10/23,9000000,7,19,0.05,274
434207,Aaron Connolly,Attack,Centre-Forward,Ireland,28/1/00,13/10/20,7000000,8,20,0.09469697,310
864121,Abdul Fatawu,Attack,Right Winger,Ghana,8/3/04,1/10/24,13000000,12,20,0.09469697,225
811779,Alejandro Garnacho,Attack,Left Winger,Argentina,1/7/04,1/10/24,50000000,12,20,0.09469697,64
888493,Alejo Veliz,Attack,Centre-Forward,Argentina,19/9/03,9/10/23,11000000,8,20,0.09469697,248
666977,Aliou Baldé,Attack,Left Winger,Guinea,12/12/02,16/10/23,1200000,9,20,0.09469697,549
818888,Antonio Raimondo,Attack,Centre-Forward,Italy,18/3/04,25/3/24,4500000,10,20,0.09469697,376
585959,Arnaud Kalimuendo,Attack,Centre-Forward,France,20/1/02,2/11/22,25000000,14,20,0.09469697,141
707242,Badredine Bouanani,Attack,Right Winger,Algeria,8/12/04,3/6/25,7000000,9,20,0.09469697,310
852024,Bénie Traoré,Attack,Left Winger,Cote d'Ivoire,30/11/02,9/10/23,4000000,8,20,0.09469697,391
627442,Benjamin Sesko,Attack,Centre-Forward,Slovenia,31/5/03,29/5/24,50000000,13,20,0.09469697,64
537382,Bryan Gil,Attack,Left Winger,Spain,11/2/01,10/6/21,30000000,14,20,0.09469697,119
418658,Charles Abi,Attack,Centre-Forward,France,12/4/00,15/10/20,3000000,10,20,0.09469697,427
361081,Daishawn Redan,Attack,Centre-Forward,Suriname,2/2/01,10/2/21,3000000,6,20,0.09469697,427
974894,David Mokwa,Attack,Centre-Forward,France,3/5/04,27/3/25,1000000,6,20,0.09469697,565
482836,David Strelec,Attack,Centre-Forward,Slovakia,4/4/01,14/10/21,1500000,8,20,0.09469697,518
914562,Désiré Doué,Attack,Right Winger,France,3/6/05,3/6/25,90000000,12,20,0.09469697,20
618350,Dion Beljo,Attack,Centre-Forward,Croatia,1/3/02,8/11/22,6500000,11,20,0.09469697,321
670848,Divin Mubama,Attack,Centre-Forward,England,25/10/04,18/3/25,4000000,7,20,0.09469697,391
584769,Dwight McNeil,Attack,Left Winger,England,22/11/99,30/7/20,25000000,12,20,0.09469697,141
567217,Ebrima Colley,Attack,Left Winger,The Gambia,1/2/00,29/12/20,4000000,9,20,0.09469697,391
659542,Elye Wahi,Attack,Centre-Forward,Cote d'Ivoire,2/1/03,16/10/23,40000000,16,20,0.09469697,89
394346,Emanuel Vignato,Attack,Right Winger,Italy,24/8/00,3/6/21,6000000,11,20,0.09469697,334
627294,Fer Niño,Attack,Centre-Forward,,24/10/00,13/10/21,5000000,9,20,0.09469697,357
398184,Ferran Torres,Attack,Centre-Forward,Spain,29/2/00,17/12/20,50000000,13,20,0.09469697,64
388160,Fraser Hornby,Attack,Centre-Forward,Scotland,13/9/99,3/8/20,2000000,11,20,0.09469697,480
604327,Gabriel Vidovic,Attack,Left Winger,Croatia,1/12/03,4/6/24,3500000,10,20,0.09469697,409
1018259,Gift Orban,Attack,Centre-Forward,Nigeria,17/7/02,9/6/23,20000000,8,20,0.09469697,165
914934,Henrik Meister,Attack,Centre-Forward,Denmark,13/11/03,7/10/24,3000000,10,20,0.09469697,427
892929,Hugo Álvarez,Attack,Left Winger,Spain,2/7/03,7/6/24,1500000,7,20,0.09469697,518
575693,Ibrahim Cissoko,Attack,Left Winger,Netherlands,26/3/03,23/6/23,2500000,6,20,0.09469697,456
1061656,Iker Almena,Attack,Right Winger,Spain,4/5/04,10/3/25,1300000,4,20,0.09469697,541
741292,Iker Bravo,Attack,Centre-Forward,Spain,13/1/05,17/6/25,3000000,10,20,0.09469697,427
709969,Ilias Akhomach,Attack,Right Winger,Morocco,16/4/04,7/6/24,15000000,9,20,0.09469697,210
401173,Jadon Sancho,Attack,Left Winger,England,25/3/00,26/11/20,100000000,15,20,0.09469697,13
670882,Jamie Gittens,Attack,Left Winger,England,8/8/04,20/12/24,50000000,11,20,0.09469697,64
472249,Jan Thielmann,Attack,Right Winger,Germany,26/5/02,21/9/22,9000000,11,20,0.09469697,275
939964,Jean-Mattéo Bahoya,Attack,Left Winger,France,7/5/05,5/6/25,17000000,9,20,0.09469697,190
936536,João Costa,Attack,Right Winger,Portugal,28/3/05,27/5/25,2800000,4,20,0.09469697,443
503980,Joe Gelhardt,Attack,Centre-Forward,England,4/5/02,15/9/22,8000000,10,20,0.09469697,286
895326,Joel Roca,Attack,Left Winger,Spain,7/6/05,24/6/25,1000000,4,20,0.09469697,565
669511,Jorge Pascual,Attack,Centre-Forward,Spain,9/4/03,20/12/23,1000000,4,20,0.09469697,565
720162,Justin Diehl,Attack,Left Winger,Germany,27/11/04,20/12/24,3500000,7,20,0.09469697,409
701757,Keke Topp,Attack,Centre-Forward,Germany,25/3/04,9/10/24,4000000,8,20,0.09469697,391
845654,Kenan Yıldız,Attack,Left Winger,Türkiye,4/5/05,17/6/25,50000000,7,20,0.09469697,64
466809,Konrad de la Fuente,Attack,Left Winger,United States,16/7/01,8/10/21,6000000,11,20,0.09469697,334
574772,Lázaro,Attack,Centre-Forward,Brazil,12/3/02,19/8/22,7000000,13,20,0.09469697,310
655012,Lucas Stassin,Attack,Centre-Forward,Belgium,29/11/04,3/6/25,18000000,10,20,0.09469697,178
743386,Malick Fofana,Attack,Left Winger,Belgium,31/3/05,3/6/25,30000000,11,20,0.09469697,119
574569,Marten Winkler,Attack,Right Winger,Germany,31/10/02,20/10/23,1000000,7,20,0.09469697,565
874080,Mason Burstow,Attack,Centre-Forward,England,4/8/03,7/3/24,1800000,5,20,0.09469697,497
668951,Matías Soulé,Attack,Right Winger,Argentina,15/4/03,20/12/23,25000000,7,20,0.09469697,141
550106,Matteo Cancellieri,Attack,Right Winger,Italy,12/2/02,27/9/22,5000000,9,20,0.09469697,357
678194,Matthew Hoppe,Attack,Centre-Forward,United States,13/3/01,31/3/21,4500000,17,20,0.09469697,376
796213,Nelson Weiper,Attack,Centre-Forward,Germany,17/3/05,5/6/25,10000000,9,20,0.09469697,257
660438,Orri Óskarsson,Attack,Centre-Forward,Iceland,29/8/04,11/10/24,20000000,11,20,0.09469697,165
661207,Oscar Bobb,Attack,Right Winger,Norway,12/7/03,14/3/24,25000000,6,20,0.09469697,141
847279,Oumar Diakité,Attack,Centre-Forward,Cote d'Ivoire,20/12/03,10/12/24,9000000,11,20,0.09469697,275
810411,Pablo Pagis,Attack,Left Winger,France,29/12/02,6/4/23,1500000,8,20,0.09469697,518
926952,Patrick Dorgu,Attack,Left Winger,Denmark,26/10/04,18/3/25,25000000,7,20,0.09469697,141
428791,Paulinho,Attack,Second Striker,Brazil,15/7/00,10/2/21,13000000,8,20,0.09469697,225
404384,Rabbi Matondo,Attack,Left Winger,Wales,9/9/00,10/3/21,5000000,11,20,0.09469697,357
610442,Rasmus Højlund,Attack,Centre-Forward,Denmark,4/2/03,9/10/23,65000000,16,20,0.09469697,43
406560,Rhian Brewster,Attack,Centre-Forward,England,1/4/00,13/10/20,15000000,10,20,0.09469697,210
431561,Roberto Massimo,Attack,Right Winger,Germany,12/10/00,7/10/21,3000000,10,20,0.09469697,427
935457,Salim El Jebari,Attack,Left Winger,Morocco,5/2/04,26/3/24,1000000,4,20,0.09469697,565
680806,Samuel Edozie,Attack,Left Winger,England,28/1/03,20/6/23,8000000,9,20,0.09469697,286
743591,Savinho,Attack,Left Winger,Brazil,10/4/04,16/12/24,55000000,12,20,0.09469697,57
557612,Sékou Mara,Attack,Centre-Forward,France,30/7/02,15/9/22,12000000,14,20,0.09469697,235
726526,Stefan Mitrović,Attack,Left Winger,Serbia,15/8/02,22/6/23,3500000,12,20,0.09469697,409
931567,Stiven Shpendi,Attack,Centre-Forward,Albania,19/5/03,11/10/23,2000000,9,20,0.09469697,480
815652,Tiago Morais,Attack,Left Winger,Portugal,3/9/03,19/3/24,3000000,12,20,0.09469697,427
553285,Tim Lemperle,Attack,Centre-Forward,Germany,5/2/02,9/6/22,2000000,8,20,0.09469697,480
698546,Vanja Vlahović,Attack,Centre-Forward,Serbia,23/3/04,19/12/24,6000000,7,20,0.09469697,334
390159,Vincenzo Millico,Attack,Left Winger,Italy,12/8/00,25/8/20,1800000,7,20,0.09469697,497
419061,Vladyslav Supryaga,Attack,Centre-Forward,Ukraine,15/2/00,14/1/21,7500000,12,20,0.09469697,300
609556,William Osula,Attack,Centre-Forward,Denmark,4/8/03,19/12/23,3000000,5,20,0.09469697,427
743498,Wilson Odobert,Attack,Left Winger,France,28/11/04,30/5/25,20000000,9,20,0.09469697,165
1012534,Yankuba Minteh,Attack,Right Winger,The Gambia,22/7/04,18/3/25,30000000,11,20,0.09469697,119
857818,Yáser Asprilla,Attack,Right Winger,Colombia,19/11/03,11/10/24,18000000,14,20,0.09469697,178
623040,Yayah Kallon,Attack,Right Winger,Sierra Leone,30/6/01,14/10/21,2000000,8,20,0.09469697,480
604359,Yusuf Kabadayi,Attack,Left Winger,Germany,2/2/04,9/10/24,1500000,11,20,0.09469697,518
724520,Abde Ezzalzouli,Attack,Left Winger,Morocco,17/12/01,13/6/23,15000000,16,21,0.156060606,211
1111912,Adama Bojang,Attack,Centre-Forward,The Gambia,28/5/04,10/6/25,1000000,6,21,0.156060606,566
608469,Adolfo Gaich,Attack,Centre-Forward,Argentina,26/2/99,29/12/20,9000000,13,21,0.156060606,276
812625,Agustín Álvarez,Attack,Centre-Forward,Uruguay,19/5/01,27/9/22,8500000,14,21,0.156060606,284
733576,Alberto Moleiro,Attack,Left Winger,Spain,30/9/03,27/12/24,25000000,14,21,0.156060606,142
341272,Álex Pozo,Attack,Right Winger,Spain,22/2/99,8/10/20,5000000,10,21,0.156060606,358
749552,Alieu Fadera,Attack,Left Winger,The Gambia,3/11/01,9/6/23,3000000,12,21,0.156060606,428
616369,Ander Barrenetxea,Attack,Left Winger,Spain,27/12/01,22/12/23,20000000,14,21,0.156060606,166
531277,Andrés Martín,Attack,Centre-Forward,Spain,11/7/99,23/7/20,2000000,8,21,0.156060606,481
1028162,Antoine Joujou,Attack,Left Winger,France,12/3/03,7/10/24,2500000,8,21,0.156060606,457
571743,Armando Broja,Attack,Centre-Forward,Albania,10/9/01,3/11/22,30000000,13,21,0.156060606,120
377665,Arnór Sigurdsson,Attack,Left Winger,Iceland,15/5/99,29/7/20,6000000,9,21,0.156060606,335
624920,Béni Makouana,Attack,Left Winger,Congo,28/9/02,11/12/23,1200000,12,21,0.156060606,550
961022,Benja Domínguez,Attack,Left Winger,Argentina,19/9/03,25/3/25,15000000,9,21,0.156060606,211
672803,Bertuğ Yıldırım,Attack,Centre-Forward,Türkiye,12/7/02,18/12/23,5000000,16,21,0.156060606,358
412366,Brenner,Attack,Centre-Forward,Brazil,16/1/00,9/2/21,9000000,13,21,0.156060606,276
533662,Cameron Archer,Attack,Centre-Forward,England,9/12/01,9/10/23,18000000,12,21,0.156060606,179
315779,Christian Pulisic,Attack,Right Winger,United States,18/9/98,30/7/20,60000000,14,21,0.156060606,47
746740,Daniel Jebbison,Attack,Centre-Forward,Canada,13/8/03,18/3/25,4000000,9,21,0.156060606,392
881610,David Ankeye,Attack,Centre-Forward,Nigeria,22/5/02,12/3/24,2000000,5,21,0.156060606,481
787232,David Datro Fofana,Attack,Centre-Forward,Cote d'Ivoire,22/12/02,27/5/24,12000000,12,21,0.156060606,236
551752,Demba Seck,Attack,Right Winger,Senegal,10/2/01,15/3/22,3000000,9,21,0.156060606,428
371174,Diego Lainez,Attack,Right Winger,Mexico,9/6/00,10/6/21,8000000,10,21,0.156060606,287
462086,Elayis Tavsan,Attack,Right Winger,Türkiye,30/4/01,14/9/22,1800000,10,21,0.156060606,498
508371,Emil Konradsen Ceide,Attack,Left Winger,Norway,3/9/01,11/11/22,2500000,9,21,0.156060606,457
418559,Erik Botheim,Attack,Centre-Forward,Norway,10/1/00,3/1/22,4000000,8,21,0.156060606,392
676318,Facundo Pellistri,Attack,Right Winger,Uruguay,20/12/01,19/12/23,10000000,13,21,0.156060606,258
456492,Faride Alidou,Attack,Left Winger,Germany,18/7/01,9/11/22,2500000,13,21,0.156060606,457
317740,Florian Krüger,Attack,Centre-Forward,Germany,13/2/99,8/2/21,4000000,16,21,0.156060606,392
503770,Folarin Balogun,Attack,Centre-Forward,United States,3/7/01,27/6/23,30000000,13,21,0.156060606,120
622988,Fran Pérez,Attack,Right Winger,Spain,9/9/02,22/12/23,8000000,9,21,0.156060606,287
532040,Giuseppe Di Serio,Attack,Centre-Forward,Italy,20/7/01,20/3/23,1400000,8,21,0.156060606,536
550550,Gonçalo Ramos,Attack,Centre-Forward,Portugal,20/6/01,16/6/23,50000000,16,21,0.156060606,65
592735,Gonzalo Plata,Attack,Right Winger,Ecuador,1/11/00,29/6/22,6000000,9,21,0.156060606,335
465606,Halil Dervişoğlu,Attack,Centre-Forward,Türkiye,8/12/99,12/10/21,4300000,14,21,0.156060606,385
321070,Hannes Wolf,Attack,Right Winger,Austria,16/4/99,16/9/20,10000000,11,21,0.156060606,258
392763,Ian Poveda,Attack,Right Winger,Colombia,9/2/00,24/11/21,2000000,9,21,0.156060606,481
490417,Ibrahima Niane,Attack,Centre-Forward,Senegal,11/3/99,15/10/20,9000000,8,21,0.156060606,276
531949,Ignatius Ganago,Attack,Centre-Forward,Cameroon,16/2/99,7/1/21,8000000,10,21,0.156060606,287
605268,Igor Matanovic,Attack,Centre-Forward,Croatia,31/3/03,9/10/24,8000000,14,21,0.156060606,287
482145,Issah Abass,Attack,Left Winger,Ghana,26/9/98,16/9/20,1000000,10,21,0.156060606,566
293281,Jacob Bruun Larsen,Attack,Left Winger,Denmark,19/9/98,16/9/20,8000000,13,21,0.156060606,287
407098,Jakub Kamiński,Attack,Left Winger,Poland,5/6/02,22/6/23,12000000,13,21,0.156060606,236
422355,Jens Petter Hauge,Attack,Left Winger,Norway,12/10/99,29/12/20,10000000,12,21,0.156060606,258
486049,Jérémy Doku,Attack,Left Winger,Belgium,27/5/02,19/12/23,65000000,14,21,0.156060606,44
